,Order_ID,Date,Category,Region,Customer_Segment,Payment_Method,Quantity,Unit_Price,Discount_Rate,Customer_Rating,Returned,Subcategory,Total_Price,Discount_Amount,Net_Sales,Shipping_Cost,Profit_Margin,Profit,Month,Day,Only_Month,Year,DayOfWeek
34,ORD-10034,1970-01-01 07:30:46,Books,East,New,Credit Card,7,328.2,0.2,3.0,False,Comics,2297.4,459.48,1837.92,0.0,0.27,496.2384000000001,2024-10-01,1,10,2024,1
35,ORD-10035,1970-01-01 07:30:46,Sports,Central,Business,PayPal,6,337.75,0.15,4.0,False,Winter Sports,2026.5,303.975,1722.525,0.0,0.29,499.53225,2024-09-01,1,9,2024,6
36,ORD-10036,1970-01-01 07:30:45,Home & Kitchen,Central,Regular,Credit Card,4,401.34,0.2,3.0,False,Bedding,1605.36,321.072,1284.288,0.0,0.23,295.38624,2024-05-01,1,5,2024,2
37,ORD-10037,1970-01-01 07:30:46,Electronics,East,Regular,PayPal,2,467.05,0.1,3.0,False,Laptops,934.1,93.41000000000001,840.69,0.0,0.29,243.8001,2025-03-01,1,3,2025,5
38,ORD-10038,1970-01-01 07:30:45,Sports,Central,Premium,Bank Transfer,1,19.87,0.05,4.0,False,Outdoor,19.87,0.9935,18.8765,6.62,0.36,6.79554,2024-05-01,1,5,2024,2
39,ORD-10039,1970-01-01 07:30:46,Books,West,Regular,Debit Card,4,85.35,0.2,4.0,False,Comics,341.4,68.28,273.12,0.0,0.37,101.0544,2024-11-01,1,11,2024,4
40,ORD-10040,1970-01-01 07:30:46,Home & Kitchen,North,Regular,Cash on Delivery,4,444.22,0.1,4.0,False,Kitchenware,1776.88,177.688,1599.192,0.0,0.28,447.77376,2025-02-01,1,2,2025,5
41,ORD-10041,1970-01-01 07:30:46,Sports,West,New,Bank Transfer,1,234.67,0.05,4.0,False,Team Sports,234.67,11.7335,222.9365,0.0,0.3,66.88095,2024-08-01,1,8,2024,3
42,ORD-10042,1970-01-01 07:30:46,Sports,East,New,Credit Card,6,286.65,0.05,2.0,False,Fitness,1719.9,85.995,1633.905,0.0,0.21,343.1200499999999,2025-02-01,1,2,2025,5
43,ORD-10043,1970-01-01 07:30:46,Sports,East,Business,Cash on Delivery,4,334.88,0.2,3.0,False,Outdoor,1339.52,267.904,1071.616,0.0,0.33,353.63328,2024-08-01,1,8,2024,3
44,ORD-10044,1970-01-01 07:30:45,Home & Kitchen,West,New,Debit Card,1,342.74,0.1,5.0,False,Bedding,342.74,34.274,308.466,0.0,0.28,86.37048000000001,2024-04-01,1,4,2024,0
45,ORD-10045,1970-01-01 07:30:46,Home & Kitchen,Central,New,Bank Transfer,1,466.55,0.2,4.0,False,Furniture,466.55,93.31,373.24,0.0,0.29,108.2396,2025-02-01,1,2,2025,5
46,ORD-10046,1970-01-01 07:30:46,Clothing,Central,New,Cash on Delivery,1,498.51,0.15,4.0,False,Women,498.51,74.7765,423.7335,0.0,0.37,156.781395,2024-09-01,1,9,2024,6
47,ORD-10047,1970-01-01 07:30:46,Books,East,New,Bank Transfer,8,362.88,0.05,1.0,False,Children,2903.04,145.152,2757.888,0.0,0.29,799.78752,2024-12-01,1,12,2024,6
48,ORD-10048,1970-01-01 07:30:45,Electronics,South,Business,Bank Transfer,8,150.74,0.2,4.0,True,Audio,1205.92,241.184,964.7360000000001,0.0,0.2,192.9472,2024-06-01,1,6,2024,5
49,ORD-10049,1970-01-01 07:30:46,Sports,Central,New,Debit Card,2,441.08,0.05,1.0,False,Winter Sports,882.16,44.108,838.0519999999999,0.0,0.25,209.513,2025-02-01,1,2,2025,5
50,ORD-10050,1970-01-01 07:30:45,Clothing,West,Premium,PayPal,7,34.12,0.1,4.0,False,Children,238.84,23.884,214.956,0.0,0.3,64.48679999999999,2024-04-01,1,4,2024,0
51,ORD-10051,1970-01-01 07:30:46,Electronics,Central,Premium,Cash on Delivery,8,123.23,0.0,5.0,False,Laptops,985.84,0.0,985.84,0.0,0.28,276.0352,2024-11-01,1,11,2024,4
52,ORD-10052,1970-01-01 07:30:46,Clothing,West,Premium,Debit Card,8,449.72,0.2,5.0,False,Accessories,3597.76,719.5520000000001,2878.208,0.0,0.37,1064.93696,2024-12-01,1,12,2024,6
53,ORD-10053,1970-01-01 07:30:46,Home & Kitchen,East,Premium,Bank Transfer,7,135.53,0.2,4.0,False,Furniture,948.71,189.742,758.9680000000001,0.0,0.31,235.28008,2025-03-01,1,3,2025,5
54,ORD-10054,1970-01-01 07:30:45,Sports,Central,New,Debit Card,5,118.12,0.05,4.0,False,Water Sports,590.6,29.53,561.07,0.0,0.34,190.7638,2024-05-01,1,5,2024,2
55,ORD-10055,1970-01-01 07:30:46,Electronics,West,Premium,PayPal,1,77.68,0.1,5.0,False,Laptops,77.68,7.768000000000001,69.912,19.02,0.29,20.27448,2025-03-01,1,3,2025,5
56,ORD-10056,1970-01-01 07:30:45,Electronics,East,New,Cash on Delivery,9,430.96,0.15,4.0,False,Audio,3878.64,581.7959999999999,3296.844,0.0,0.29,956.08476,2024-07-01,1,7,2024,0
57,ORD-10057,1970-01-01 07:30:46,Electronics,South,Business,PayPal,7,255.03,0.1,2.0,False,Cameras,1785.21,178.521,1606.689,0.0,0.29,465.93981,2024-12-01,1,12,2024,6
58,ORD-10058,1970-01-01 07:30:45,Electronics,West,Premium,Credit Card,2,340.7,0.2,4.0,False,Accessories,681.4,136.28,545.12,0.0,0.28,152.6336,2024-05-01,1,5,2024,2
59,ORD-10059,1970-01-01 07:30:46,Electronics,South,Regular,Cash on Delivery,6,127.14,0.15,3.0,False,Audio,762.84,114.426,648.414,0.0,0.31,201.00834,2024-10-01,1,10,2024,1
60,ORD-10060,1970-01-01 07:30:45,Clothing,South,Premium,PayPal,2,381.44,0.1,4.0,False,Men,762.88,76.288,686.592,0.0,0.25,171.648,2024-06-01,1,6,2024,5
61,ORD-10061,1970-01-01 07:30:45,Sports,North,Premium,Bank Transfer,1,382.4,0.0,4.0,False,Outdoor,382.4,0.0,382.4,0.0,0.38,145.312,2024-05-01,1,5,2024,2
62,ORD-10062,1970-01-01 07:30:46,Home & Kitchen,Central,New,Cash on Delivery,7,163.17,0.05,4.0,False,Furniture,1142.19,57.1095,1085.0805,0.0,0.27,292.971735,2025-03-01,1,3,2025,5
63,ORD-10063,1970-01-01 07:30:45,Home & Kitchen,West,Premium,Cash on Delivery,2,211.23,0.1,4.0,False,Kitchenware,422.46,42.246,380.214,0.0,0.23,87.44922,2024-04-01,1,4,2024,0
64,ORD-10064,1970-01-01 07:30:45,Home & Kitchen,South,Regular,Debit Card,2,112.75,0.1,3.0,False,Decor,225.5,22.55,202.95,0.0,0.22,44.649,2024-05-01,1,5,2024,2
65,ORD-10065,1970-01-01 07:30:45,Home & Kitchen,North,New,Bank Transfer,5,488.51,0.0,4.0,False,Decor,2442.55,0.0,2442.55,0.0,0.2,488.51,2024-07-01,1,7,2024,0
66,ORD-10066,1970-01-01 07:30:46,Clothing,East,New,Credit Card,5,326.35,0.2,5.0,False,Men,1631.75,326.35,1305.4,0.0,0.28,365.5120000000001,2024-12-01,1,12,2024,6
67,ORD-10067,1970-01-01 07:30:46,Books,West,Business,PayPal,7,467.93,0.05,4.0,False,Comics,3275.51,163.7755,3111.7345,0.0,0.24,746.81628,2025-02-01,1,2,2025,5
68,ORD-10068,1970-01-01 07:30:46,Sports,South,Business,Debit Card,1,158.66,0.1,3.0,False,Winter Sports,158.66,15.866,142.794,12.05,0.2,28.5588,2024-10-01,1,10,2024,1
69,ORD-10069,1970-01-01 07:30:46,Electronics,Central,Premium,PayPal,8,393.13,0.15,5.0,True,Accessories,3145.04,471.756,2673.284,0.0,0.3,801.9852,2024-11-01,1,11,2024,4
70,ORD-10070,1970-01-01 07:30:45,Books,North,Business,Credit Card,3,385.27,0.1,5.0,False,Fiction,1155.81,115.581,1040.229,0.0,0.34,353.6778600000001,2024-05-01,1,5,2024,2
71,ORD-10071,1970-01-01 07:30:46,Home & Kitchen,South,Business,Credit Card,4,348.91,0.05,3.0,False,Furniture,1395.64,69.78200000000001,1325.858,0.0,0.22,291.6887600000001,2024-09-01,1,9,2024,6
72,ORD-10072,1970-01-01 07:30:46,Books,Central,Business,Cash on Delivery,9,483.16,0.1,1.0,True,Fiction,4348.440000000001,434.8440000000001,3913.596,0.0,0.29,1134.94284,2024-10-01,1,10,2024,1
73,ORD-10073,1970-01-01 07:30:46,Sports,South,New,Credit Card,4,202.84,0.0,4.0,False,Water Sports,811.36,0.0,811.36,0.0,0.35,283.976,2024-12-01,1,12,2024,6
74,ORD-10074,1970-01-01 07:30:46,Electronics,West,New,PayPal,5,74.05,0.1,5.0,False,Cameras,370.25,37.025,333.225,0.0,0.4,133.29,2025-03-01,1,3,2025,5
75,ORD-10075,1970-01-01 07:30:46,Electronics,West,New,Bank Transfer,7,339.14,0.1,5.0,False,Cameras,2373.98,237.398,2136.582,0.0,0.33,705.07206,2025-01-01,1,1,2025,2
76,ORD-10076,1970-01-01 07:30:46,Sports,West,Business,Bank Transfer,4,367.36,0.15,5.0,True,Water Sports,1469.44,220.416,1249.024,0.0,0.25,312.256,2024-12-01,1,12,2024,6
77,ORD-10077,1970-01-01 07:30:46,Sports,North,New,Cash on Delivery,1,291.78,0.0,4.0,False,Outdoor,291.78,0.0,291.78,0.0,0.34,99.2052,2024-11-01,1,11,2024,4
78,ORD-10078,1970-01-01 07:30:46,Home & Kitchen,West,Business,PayPal,9,111.34,0.0,4.0,False,Kitchenware,1002.06,0.0,1002.06,0.0,0.32,320.6592,2024-12-01,1,12,2024,6
79,ORD-10079,1970-01-01 07:30:46,Electronics,Central,New,PayPal,4,257.18,0.1,1.0,False,Smartphones,1028.72,102.872,925.848,0.0,0.24,222.20352,2024-10-01,1,10,2024,1
80,ORD-10080,1970-01-01 07:30:46,Books,South,New,Credit Card,9,162.97,0.15,3.0,False,Educational,1466.73,220.0095,1246.7205,0.0,0.37,461.2865849999999,2025-01-01,1,1,2025,2
81,ORD-10081,1970-01-01 07:30:46,Clothing,East,Regular,PayPal,6,219.46,0.1,4.0,False,Men,1316.76,131.676,1185.084,0.0,0.29,343.67436,2024-10-01,1,10,2024,1
82,ORD-10082,1970-01-01 07:30:46,Clothing,Central,Premium,Debit Card,1,326.16,0.1,4.0,False,Children,326.16,32.61600000000001,293.544,0.0,0.39,114.48216,2024-10-01,1,10,2024,1
83,ORD-10083,1970-01-01 07:30:46,Sports,Central,Business,Credit Card,3,375.16,0.05,4.0,True,Fitness,1125.48,56.274,1069.206,0.0,0.34,363.53004,2024-11-01,1,11,2024,4
84,ORD-10084,1970-01-01 07:30:46,Home & Kitchen,West,Regular,Debit Card,2,123.79,0.05,4.0,False,Bedding,247.58,12.379,235.201,0.0,0.33,77.61633,2025-03-01,1,3,2025,5
85,ORD-10085,1970-01-01 07:30:45,Clothing,North,New,Cash on Delivery,9,208.61,0.15,3.0,False,Footwear,1877.49,281.6235,1595.8665,0.0,0.35,558.553275,2024-05-01,1,5,2024,2
86,ORD-10086,1970-01-01 07:30:46,Electronics,South,Business,Bank Transfer,1,141.89,0.2,4.0,False,Smartphones,141.89,28.378,113.512,10.63,0.3,34.0536,2025-01-01,1,1,2025,2
87,ORD-10087,1970-01-01 07:30:46,Sports,North,New,Cash on Delivery,9,107.33,0.05,2.0,False,Outdoor,965.97,48.2985,917.6715,0.0,0.3,275.30145,2024-11-01,1,11,2024,4
88,ORD-10088,1970-01-01 07:30:46,Books,South,Premium,Bank Transfer,9,393.86,0.2,4.0,True,Children,3544.74,708.9480000000001,2835.792,0.0,0.37,1049.24304,2024-12-01,1,12,2024,6
89,ORD-10089,1970-01-01 07:30:46,Sports,South,Regular,Cash on Delivery,8,455.53,0.0,4.0,False,Outdoor,3644.24,0.0,3644.24,0.0,0.34,1239.0416,2024-10-01,1,10,2024,1
90,ORD-10090,1970-01-01 07:30:45,Books,North,Premium,PayPal,8,191.41,0.05,4.0,False,Non-fiction,1531.28,76.56400000000001,1454.716,0.0,0.38,552.7920799999999,2024-05-01,1,5,2024,2
91,ORD-10091,1970-01-01 07:30:46,Sports,Central,Regular,Debit Card,1,378.13,0.05,5.0,False,Outdoor,378.13,18.9065,359.2235,0.0,0.38,136.50493,2024-09-01,1,9,2024,6
92,ORD-10092,1970-01-01 07:30:45,Sports,South,New,Bank Transfer,8,449.53,0.15,3.0,True,Team Sports,3596.24,539.4359999999999,3056.804,0.0,0.4,1222.7216,2024-04-01,1,4,2024,0
93,ORD-10093,1970-01-01 07:30:46,Sports,North,Premium,Credit Card,3,424.6,0.2,4.0,False,Team Sports,1273.8,254.76,1019.04,0.0,0.34,346.4736000000001,2025-01-01,1,1,2025,2
94,ORD-10094,1970-01-01 07:30:45,Books,South,Premium,Debit Card,7,99.58,0.05,3.0,False,Children,697.06,34.853,662.207,0.0,0.3,198.6621,2024-06-01,1,6,2024,5
95,ORD-10095,1970-01-01 07:30:46,Books,East,New,Credit Card,1,478.58,0.05,4.0,False,Children,478.58,23.929,454.651,0.0,0.23,104.56973,2025-03-01,1,3,2025,5
96,ORD-10096,1970-01-01 07:30:46,Sports,Central,Premium,Debit Card,1,194.57,0.15,5.0,False,Outdoor,194.57,29.1855,165.3845,16.85,0.34,56.23073000000001,2025-02-01,1,2,2025,5
97,ORD-10097,1970-01-01 07:30:45,Clothing,West,Business,Debit Card,5,176.23,0.15,4.0,True,Accessories,881.15,132.1725,748.9775,0.0,0.26,194.73415,2024-04-01,1,4,2024,0
98,ORD-10098,1970-01-01 07:30:46,Home & Kitchen,South,Regular,Cash on Delivery,5,40.59,0.2,5.0,False,Bedding,202.95,40.59,162.36,12.99,0.26,42.21360000000001,2025-03-01,1,3,2025,5
99,ORD-10099,1970-01-01 07:30:46,Home & Kitchen,East,Regular,Bank Transfer,8,248.23,0.0,3.0,False,Decor,1985.84,0.0,1985.84,0.0,0.25,496.46,2024-08-01,1,8,2024,3
100,ORD-10100,1970-01-01 07:30:46,Home & Kitchen,West,Regular,Bank Transfer,7,63.42,0.0,5.0,False,Kitchenware,443.94,0.0,443.94,0.0,0.38,168.6972,2024-08-01,1,8,2024,3
101,ORD-10101,1970-01-01 07:30:45,Books,West,Business,Debit Card,8,131.78,,2.0,False,Fiction,1054.24,105.424,948.816,0.0,0.37,351.06192,2024-06-01,1,6,2024,5
102,ORD-10102,1970-01-01 07:30:46,Books,South,Regular,PayPal,6,165.3,0.05,5.0,False,Educational,991.8000000000001,49.59,942.21,0.0,0.33,310.9293,2024-08-01,1,8,2024,3
103,ORD-10103,1970-01-01 07:30:45,Clothing,North,New,PayPal,6,406.32,0.2,3.0,False,Footwear,2437.92,487.5840000000001,1950.336,0.0,0.29,565.59744,2024-06-01,1,6,2024,5
104,ORD-10104,1970-01-01 07:30:46,Home & Kitchen,South,Premium,Credit Card,2,438.99,0.05,3.0,False,Kitchenware,877.98,43.899,834.081,0.0,0.33,275.24673,2024-09-01,1,9,2024,6
105,ORD-10105,1970-01-01 07:30:46,Home & Kitchen,East,Business,Credit Card,6,158.21,0.2,4.0,False,Bedding,949.26,189.852,759.408,0.0,0.32,243.01056,2025-01-01,1,1,2025,2
106,ORD-10106,1970-01-01 07:30:46,Sports,West,Regular,Cash on Delivery,5,430.76,0.2,5.0,False,Fitness,2153.8,430.76,1723.04,0.0,0.28,482.4512000000001,2024-12-01,1,12,2024,6
107,ORD-10107,1970-01-01 07:30:46,Books,South,New,Debit Card,3,430.04,0.2,1.0,False,Educational,1290.12,258.0240000000001,1032.096,0.0,0.28,288.98688,2024-11-01,1,11,2024,4
108,ORD-10108,1970-01-01 07:30:45,Home & Kitchen,North,Premium,Credit Card,6,384.68,0.05,4.0,False,Decor,2308.08,115.404,2192.676,0.0,0.28,613.94928,2024-05-01,1,5,2024,2
109,ORD-10109,1970-01-01 07:30:45,Clothing,South,Premium,Credit Card,8,81.88,0.15,5.0,False,Accessories,655.04,98.25599999999999,556.784,0.0,0.32,178.17088,2024-04-01,1,4,2024,0
110,ORD-10110,1970-01-01 07:30:46,Clothing,Central,Business,Debit Card,9,348.26,0.05,4.0,False,Children,3134.34,156.717,2977.623,0.0,0.33,982.6155900000001,2024-08-01,1,8,2024,3
111,ORD-10111,1970-01-01 07:30:46,Home & Kitchen,North,Business,Cash on Delivery,1,473.06,0.2,3.0,False,Decor,473.06,94.61200000000001,378.448,0.0,0.29,109.74992,2024-10-01,1,10,2024,1
112,ORD-10112,1970-01-01 07:30:46,Books,East,Business,Credit Card,3,344.44,0.1,4.0,False,Educational,1033.32,103.332,929.9879999999999,0.0,0.39,362.69532,2025-02-01,1,2,2025,5
113,ORD-10113,1970-01-01 07:30:46,Clothing,West,New,Cash on Delivery,3,172.49,0.0,4.0,False,Children,517.47,0.0,517.47,0.0,0.22,113.8434,2024-12-01,1,12,2024,6
114,ORD-10114,1970-01-01 07:30:45,Sports,South,New,Bank Transfer,8,255.28,0.2,5.0,False,Fitness,2042.24,408.448,1633.792,0.0,0.27,441.12384,2024-05-01,1,5,2024,2
115,ORD-10115,1970-01-01 07:30:45,Clothing,North,Business,Cash on Delivery,1,326.41,0.1,5.0,True,Children,326.41,32.64100000000001,293.769,0.0,0.28,82.25532000000001,2024-05-01,1,5,2024,2
116,ORD-10116,1970-01-01 07:30:45,Electronics,Central,Regular,PayPal,5,260.18,0.15,4.0,False,Audio,1300.9,195.135,1105.765,0.0,0.2,221.153,2024-06-01,1,6,2024,5
117,ORD-10117,1970-01-01 07:30:46,Electronics,North,Premium,PayPal,3,68.78,0.2,4.0,False,Accessories,206.34,41.268,165.072,0.0,0.27,44.56944,2024-11-01,1,11,2024,4
118,ORD-10118,1970-01-01 07:30:46,Books,Central,Premium,Cash on Delivery,2,162.91,0.1,4.0,False,Comics,325.82,32.582,293.238,0.0,0.25,73.3095,2025-01-01,1,1,2025,2
119,ORD-10119,1970-01-01 07:30:45,Home & Kitchen,East,New,PayPal,8,403.17,,2.0,False,Bedding,3225.36,645.0720000000001,2580.288,0.0,0.3,774.0864,2024-07-01,1,7,2024,0
120,ORD-10120,1970-01-01 07:30:46,Books,West,Premium,Bank Transfer,3,432.09,0.05,3.0,False,Comics,1296.27,64.8135,1231.4565,0.0,0.27,332.493255,2024-09-01,1,9,2024,6
121,ORD-10121,1970-01-01 07:30:46,Books,East,Regular,Debit Card,7,77.28,0.1,4.0,False,Non-fiction,540.96,54.096,486.864,0.0,0.35,170.4024,2025-03-01,1,3,2025,5
122,ORD-10122,1970-01-01 07:30:46,Books,South,Premium,PayPal,1,476.67,0.05,3.0,False,Comics,476.67,23.8335,452.8365,0.0,0.3,135.85095,2024-10-01,1,10,2024,1
123,ORD-10123,1970-01-01 07:30:45,Books,North,New,PayPal,6,171.12,0.05,5.0,False,Comics,1026.72,51.33600000000001,975.384,0.0,0.23,224.33832,2024-05-01,1,5,2024,2
124,ORD-10124,1970-01-01 07:30:46,Sports,Central,New,Cash on Delivery,3,334.53,0.1,5.0,False,Outdoor,1003.59,100.359,903.2309999999999,0.0,0.35,316.13085,2024-11-01,1,11,2024,4
125,ORD-10125,1970-01-01 07:30:45,Sports,Central,Regular,Bank Transfer,8,378.39,0.0,3.0,False,Winter Sports,3027.12,0.0,3027.12,0.0,0.22,665.9664,2024-07-01,1,7,2024,0
126,ORD-10126,1970-01-01 07:30:46,Clothing,North,Regular,Debit Card,6,407.85,0.1,4.0,False,Footwear,2447.1,244.71,2202.39,0.0,0.37,814.8843000000002,2024-08-01,1,8,2024,3
127,ORD-10127,1970-01-01 07:30:46,Electronics,North,Premium,Cash on Delivery,2,473.42,0.0,4.0,False,Cameras,946.84,0.0,946.84,0.0,0.39,369.2676,2024-12-01,1,12,2024,6
128,ORD-10128,1970-01-01 07:30:45,Books,South,Premium,Cash on Delivery,6,163.33,0.2,5.0,False,Comics,979.98,195.996,783.984,0.0,0.26,203.83584,2024-04-01,1,4,2024,0
129,ORD-10129,1970-01-01 07:30:46,Clothing,East,New,Bank Transfer,7,430.67,0.2,5.0,False,Women,3014.69,602.938,2411.752,0.0,0.39,940.5832800000001,2024-11-01,1,11,2024,4
130,ORD-10130,1970-01-01 07:30:46,Electronics,Central,Regular,Debit Card,5,74.53,0.1,4.0,False,Audio,372.65,37.265,335.385,0.0,0.36,120.7386,2024-12-01,1,12,2024,6
131,ORD-10131,1970-01-01 07:30:46,Home & Kitchen,South,Regular,Bank Transfer,3,355.47,0.2,4.0,True,Decor,1066.41,213.282,853.128,0.0,0.38,324.18864,2025-03-01,1,3,2025,5
